date,year,data_type,cut,loc,rep,blk,row,rng,plant_no,name,plant_id,plant_name,check,plot,value,id_by_plot,id_by_plant_aug
10_04_17,2017,VIG,7,ALF16,2,3,11,5,6,EURO,5_11_6,ALF16_5_11_6_EURO,Test,5_11,2.25,ALF16_5_11_EURO,ALF16_5_11_6_EURO
10_04_17,2017,VIG,7,ALF16,2,3,12,5,2,CASIA,5_12_2,ALF16_5_12_2_CASIA,Test,5_12,2.25,ALF16_5_12_CASIA,ALF16_5_12_2_CASIA
08_08_18,2018,VIG,9,ALF16,3,3,13,5,3,OTTM,5_13_3,ALF16_5_13_3_OTTM,Test,5_13,2.25,ALF16_5_13_OTTM,ALF16_5_13_3_OTTM
08_31_16,2016,VIG,2,ALF16,3,3,13,5,3,OTTM,5_13_3,ALF16_5_13_3_OTTM,Test,5_13,2.25,ALF16_5_13_OTTM,ALF16_5_13_3_OTTM
08_08_18,2018,VIG,9,ALF16,3,3,13,5,4,OTTM,5_13_4,ALF16_5_13_4_OTTM,Test,5_13,2.25,ALF16_5_13_OTTM,ALF16_5_13_4_OTTM
08_08_18,2018,VIG,9,ALF16,3,3,14,5,4,EURO,5_14_4,ALF16_5_14_4_EURO,Test,5_14,2.25,ALF16_5_14_EURO,ALF16_5_14_4_EURO
08_31_16,2016,VIG,2,ALF16,3,3,14,5,5,EURO,5_14_5,ALF16_5_14_5_EURO,Test,5_14,2.25,ALF16_5_14_EURO,ALF16_5_14_5_EURO
08_08_18,2018,VIG,9,ALF16,3,3,15,5,1,CASIA,5_15_1,ALF16_5_15_1_CASIA,Test,5_15,2.25,ALF16_5_15_CASIA,ALF16_5_15_1_CASIA
08_17_17,2017,VIG,6,ALF16,3,3,15,5,6,CASIA,5_15_6,ALF16_5_15_6_CASIA,Test,5_15,2.25,ALF16_5_15_CASIA,ALF16_5_15_6_CASIA
08_31_16,2016,VIG,2,ALF16,3,3,15,5,6,CASIA,5_15_6,ALF16_5_15_6_CASIA,Test,5_15,2.25,ALF16_5_15_CASIA,ALF16_5_15_6_CASIA
07_14_17,2017,VIG,5,ALF16,3,3,17,5,2,CASIA,5_17_2,ALF16_5_17_2_CASIA,Test,5_17,2.25,ALF16_5_17_CASIA,ALF16_5_17_2_CASIA
08_08_18,2018,VIG,9,ALF16,3,3,17,5,2,CASIA,5_17_2,ALF16_5_17_2_CASIA,Test,5_17,2.25,ALF16_5_17_CASIA,ALF16_5_17_2_CASIA
08_31_16,2016,VIG,2,ALF16,3,3,17,5,2,CASIA,5_17_2,ALF16_5_17_2_CASIA,Test,5_17,2.25,ALF16_5_17_CASIA,ALF16_5_17_2_CASIA
08_08_18,2018,VIG,9,ALF16,3,3,18,5,4,SIBR,5_18_4,ALF16_5_18_4_SIBR,Test,5_18,2.25,ALF16_5_18_SIBR,ALF16_5_18_4_SIBR
08_31_16,2016,VIG,2,ALF16,4,3,19,5,2,OTTM,5_19_2,ALF16_5_19_2_OTTM,Test,5_19,2.25,ALF16_5_19_OTTM,ALF16_5_19_2_OTTM
10_21_16,2016,VIG,3,ALF16,4,3,19,5,2,OTTM,5_19_2,ALF16_5_19_2_OTTM,Test,5_19,2.25,ALF16_5_19_OTTM,ALF16_5_19_2_OTTM
10_31_18,2018,VIG,10,ALF16,1,3,2,5,1,EURO,5_2_1,ALF16_5_2_1_EURO,Test,5_2,2.25,ALF16_5_2_EURO,ALF16_5_2_1_EURO
08_17_17,2017,VIG,6,ALF16,1,3,2,5,2,EURO,5_2_2,ALF16_5_2_2_EURO,Test,5_2,2.25,ALF16_5_2_EURO,ALF16_5_2_2_EURO
08_31_16,2016,VIG,2,ALF16,4,3,21,5,1,SIBR,5_21_1,ALF16_5_21_1_SIBR,Test,5_21,2.25,ALF16_5_21_SIBR,ALF16_5_21_1_SIBR
08_31_16,2016,VIG,2,ALF16,4,3,21,5,3,SIBR,5_21_3,ALF16_5_21_3_SIBR,Test,5_21,2.25,ALF16_5_21_SIBR,ALF16_5_21_3_SIBR
10_21_16,2016,VIG,3,ALF16,4,3,21,5,3,SIBR,5_21_3,ALF16_5_21_3_SIBR,Test,5_21,2.25,ALF16_5_21_SIBR,ALF16_5_21_3_SIBR
08_31_16,2016,VIG,2,ALF16,4,3,21,5,5,SIBR,5_21_5,ALF16_5_21_5_SIBR,Test,5_21,2.25,ALF16_5_21_SIBR,ALF16_5_21_5_SIBR
10_21_16,2016,VIG,3,ALF16,4,3,21,5,6,SIBR,5_21_6,ALF16_5_21_6_SIBR,Test,5_21,2.25,ALF16_5_21_SIBR,ALF16_5_21_6_SIBR
08_31_16,2016,VIG,2,ALF16,4,3,23,5,1,EURO,5_23_1,ALF16_5_23_1_EURO,Test,5_23,2.25,ALF16_5_23_EURO,ALF16_5_23_1_EURO
10_21_16,2016,VIG,3,ALF16,4,3,23,5,4,EURO,5_23_4,ALF16_5_23_4_EURO,Test,5_23,2.25,ALF16_5_23_EURO,ALF16_5_23_4_EURO
10_04_17,2017,VIG,7,ALF16,4,3,23,5,6,EURO,5_23_6,ALF16_5_23_6_EURO,Test,5_23,2.25,ALF16_5_23_EURO,ALF16_5_23_6_EURO
10_21_16,2016,VIG,3,ALF16,4,3,23,5,6,EURO,5_23_6,ALF16_5_23_6_EURO,Test,5_23,2.25,ALF16_5_23_EURO,ALF16_5_23_6_EURO
08_31_16,2016,VIG,2,ALF16,4,3,24,5,5,CASIA,5_24_5,ALF16_5_24_5_CASIA,Test,5_24,2.25,ALF16_5_24_CASIA,ALF16_5_24_5_CASIA
10_21_16,2016,VIG,3,ALF16,4,3,24,5,5,CASIA,5_24_5,ALF16_5_24_5_CASIA,Test,5_24,2.25,ALF16_5_24_CASIA,ALF16_5_24_5_CASIA
10_31_18,2018,VIG,10,ALF16,1,3,3,5,4,CASIA,5_3_4,ALF16_5_3_4_CASIA,Test,5_3,2.25,ALF16_5_3_CASIA,ALF16_5_3_4_CASIA
08_31_16,2016,VIG,2,ALF16,1,3,3,5,5,CASIA,5_3_5,ALF16_5_3_5_CASIA,Test,5_3,2.25,ALF16_5_3_CASIA,ALF16_5_3_5_CASIA
08_31_16,2016,VIG,2,ALF16,1,3,3,5,6,CASIA,5_3_6,ALF16_5_3_6_CASIA,Test,5_3,2.25,ALF16_5_3_CASIA,ALF16_5_3_6_CASIA
07_14_17,2017,VIG,5,ALF16,1,3,4,5,1,SIBR,5_4_1,ALF16_5_4_1_SIBR,Test,5_4,2.25,ALF16_5_4_SIBR,ALF16_5_4_1_SIBR
07_14_17,2017,VIG,5,ALF16,1,3,4,5,5,SIBR,5_4_5,ALF16_5_4_5_SIBR,Test,5_4,2.25,ALF16_5_4_SIBR,ALF16_5_4_5_SIBR
10_31_18,2018,VIG,10,ALF16,1,3,4,5,6,SIBR,5_4_6,ALF16_5_4_6_SIBR,Test,5_4,2.25,ALF16_5_4_SIBR,ALF16_5_4_6_SIBR
08_08_18,2018,VIG,9,ALF16,1,3,5,5,2,EURO,5_5_2,ALF16_5_5_2_EURO,Test,5_5,2.25,ALF16_5_5_EURO,ALF16_5_5_2_EURO
10_31_18,2018,VIG,10,ALF16,1,3,5,5,2,EURO,5_5_2,ALF16_5_5_2_EURO,Test,5_5,2.25,ALF16_5_5_EURO,ALF16_5_5_2_EURO
08_08_18,2018,VIG,9,ALF16,1,3,5,5,5,EURO,5_5_5,ALF16_5_5_5_EURO,Test,5_5,2.25,ALF16_5_5_EURO,ALF16_5_5_5_EURO
10_31_18,2018,VIG,10,ALF16,1,3,6,5,1,EURO,5_6_1,ALF16_5_6_1_EURO,Test,5_6,2.25,ALF16_5_6_EURO,ALF16_5_6_1_EURO
10_31_18,2018,VIG,10,ALF16,1,3,6,5,5,EURO,5_6_5,ALF16_5_6_5_EURO,Test,5_6,2.25,ALF16_5_6_EURO,ALF16_5_6_5_EURO
10_31_18,2018,VIG,10,ALF16,2,3,7,5,3,SIBR,5_7_3,ALF16_5_7_3_SIBR,Test,5_7,2.25,ALF16_5_7_SIBR,ALF16_5_7_3_SIBR
08_17_17,2017,VIG,6,ALF16,2,3,7,5,4,SIBR,5_7_4,ALF16_5_7_4_SIBR,Test,5_7,2.25,ALF16_5_7_SIBR,ALF16_5_7_4_SIBR
10_31_18,2018,VIG,10,ALF16,2,3,7,5,6,SIBR,5_7_6,ALF16_5_7_6_SIBR,Test,5_7,2.25,ALF16_5_7_SIBR,ALF16_5_7_6_SIBR
08_17_17,2017,VIG,6,ALF16,2,3,9,5,3,OTTM,5_9_3,ALF16_5_9_3_OTTM,Test,5_9,2.25,ALF16_5_9_OTTM,ALF16_5_9_3_OTTM
10_31_18,2018,VIG,10,ALF16,2,3,9,5,6,OTTM,5_9_6,ALF16_5_9_6_OTTM,Test,5_9,2.25,ALF16_5_9_OTTM,ALF16_5_9_6_OTTM
08_31_16,2016,VIG,2,ALF16,1,3,1,6,4,OTTM,6_1_4,ALF16_6_1_4_OTTM,Test,6_1,2.25,ALF16_6_1_OTTM,ALF16_6_1_4_OTTM
07_14_17,2017,VIG,5,ALF16,1,3,1,6,5,OTTM,6_1_5,ALF16_6_1_5_OTTM,Test,6_1,2.25,ALF16_6_1_OTTM,ALF16_6_1_5_OTTM
08_08_18,2018,VIG,9,ALF16,1,3,1,6,5,OTTM,6_1_5,ALF16_6_1_5_OTTM,Test,6_1,2.25,ALF16_6_1_OTTM,ALF16_6_1_5_OTTM
08_17_17,2017,VIG,6,ALF16,1,3,1,6,5,OTTM,6_1_5,ALF16_6_1_5_OTTM,Test,6_1,2.25,ALF16_6_1_OTTM,ALF16_6_1_5_OTTM
08_08_18,2018,VIG,9,ALF16,1,3,1,6,6,OTTM,6_1_6,ALF16_6_1_6_OTTM,Test,6_1,2.25,ALF16_6_1_OTTM,ALF16_6_1_6_OTTM
08_31_16,2016,VIG,2,ALF16,3,3,13,6,1,OTTM,6_13_1,ALF16_6_13_1_OTTM,Test,6_13,2.25,ALF16_6_13_OTTM,ALF16_6_13_1_OTTM
08_17_17,2017,VIG,6,ALF16,3,3,13,6,2,OTTM,6_13_2,ALF16_6_13_2_OTTM,Test,6_13,2.25,ALF16_6_13_OTTM,ALF16_6_13_2_OTTM
08_31_16,2016,VIG,2,ALF16,3,3,14,6,5,OTTM,6_14_5,ALF16_6_14_5_OTTM,Test,6_14,2.25,ALF16_6_14_OTTM,ALF16_6_14_5_OTTM
08_08_18,2018,VIG,9,ALF16,3,3,15,6,2,EURO,6_15_2,ALF16_6_15_2_EURO,Test,6_15,2.25,ALF16_6_15_EURO,ALF16_6_15_2_EURO
08_31_16,2016,VIG,2,ALF16,3,3,16,6,4,CASIA,6_16_4,ALF16_6_16_4_CASIA,Test,6_16,2.25,ALF16_6_16_CASIA,ALF16_6_16_4_CASIA
08_08_18,2018,VIG,9,ALF16,3,3,16,6,6,CASIA,6_16_6,ALF16_6_16_6_CASIA,Test,6_16,2.25,ALF16_6_16_CASIA,ALF16_6_16_6_CASIA
10_21_16,2016,VIG,3,ALF16,4,3,19,6,5,SIBR,6_19_5,ALF16_6_19_5_SIBR,Test,6_19,2.25,ALF16_6_19_SIBR,ALF16_6_19_5_SIBR
10_31_18,2018,VIG,10,ALF16,4,3,19,6,5,SIBR,6_19_5,ALF16_6_19_5_SIBR,Test,6_19,2.25,ALF16_6_19_SIBR,ALF16_6_19_5_SIBR
08_31_16,2016,VIG,2,ALF16,4,3,20,6,3,EURO,6_20_3,ALF16_6_20_3_EURO,Test,6_20,2.25,ALF16_6_20_EURO,ALF16_6_20_3_EURO
07_14_17,2017,VIG,5,ALF16,4,3,20,6,5,EURO,6_20_5,ALF16_6_20_5_EURO,Test,6_20,2.25,ALF16_6_20_EURO,ALF16_6_20_5_EURO
08_31_16,2016,VIG,2,ALF16,4,3,20,6,6,EURO,6_20_6,ALF16_6_20_6_EURO,Test,6_20,2.25,ALF16_6_20_EURO,ALF16_6_20_6_EURO
10_21_16,2016,VIG,3,ALF16,4,3,22,6,1,SIBR,6_22_1,ALF16_6_22_1_SIBR,Test,6_22,2.25,ALF16_6_22_SIBR,ALF16_6_22_1_SIBR
08_31_16,2016,VIG,2,ALF16,4,3,22,6,4,SIBR,6_22_4,ALF16_6_22_4_SIBR,Test,6_22,2.25,ALF16_6_22_SIBR,ALF16_6_22_4_SIBR
10_21_16,2016,VIG,3,ALF16,4,3,22,6,4,SIBR,6_22_4,ALF16_6_22_4_SIBR,Test,6_22,2.25,ALF16_6_22_SIBR,ALF16_6_22_4_SIBR
10_21_16,2016,VIG,3,ALF16,4,3,22,6,6,SIBR,6_22_6,ALF16_6_22_6_SIBR,Test,6_22,2.25,ALF16_6_22_SIBR,ALF16_6_22_6_SIBR
08_31_16,2016,VIG,2,ALF16,4,3,24,6,2,OTTM,6_24_2,ALF16_6_24_2_OTTM,Test,6_24,2.25,ALF16_6_24_OTTM,ALF16_6_24_2_OTTM
08_31_16,2016,VIG,2,ALF16,1,3,3,6,3,OTTM,6_3_3,ALF16_6_3_3_OTTM,Test,6_3,2.25,ALF16_6_3_OTTM,ALF16_6_3_3_OTTM
08_08_18,2018,VIG,9,ALF16,1,3,4,6,1,CASIA,6_4_1,ALF16_6_4_1_CASIA,Test,6_4,2.25,ALF16_6_4_CASIA,ALF16_6_4_1_CASIA
08_31_16,2016,VIG,2,ALF16,1,3,4,6,1,CASIA,6_4_1,ALF16_6_4_1_CASIA,Test,6_4,2.25,ALF16_6_4_CASIA,ALF16_6_4_1_CASIA
08_31_16,2016,VIG,2,ALF16,1,3,4,6,2,CASIA,6_4_2,ALF16_6_4_2_CASIA,Test,6_4,2.25,ALF16_6_4_CASIA,ALF16_6_4_2_CASIA
07_14_17,2017,VIG,5,ALF16,1,3,4,6,6,CASIA,6_4_6,ALF16_6_4_6_CASIA,Test,6_4,2.25,ALF16_6_4_CASIA,ALF16_6_4_6_CASIA
08_31_16,2016,VIG,2,ALF16,1,3,4,6,6,CASIA,6_4_6,ALF16_6_4_6_CASIA,Test,6_4,2.25,ALF16_6_4_CASIA,ALF16_6_4_6_CASIA
10_31_18,2018,VIG,10,ALF16,1,3,5,6,1,OTTM,6_5_1,ALF16_6_5_1_OTTM,Test,6_5,2.25,ALF16_6_5_OTTM,ALF16_6_5_1_OTTM
10_31_18,2018,VIG,10,ALF16,1,3,5,6,4,OTTM,6_5_4,ALF16_6_5_4_OTTM,Test,6_5,2.25,ALF16_6_5_OTTM,ALF16_6_5_4_OTTM
08_08_18,2018,VIG,9,ALF16,1,3,5,6,6,OTTM,6_5_6,ALF16_6_5_6_OTTM,Test,6_5,2.25,ALF16_6_5_OTTM,ALF16_6_5_6_OTTM
07_14_17,2017,VIG,5,ALF16,2,3,9,6,1,SIBR,6_9_1,ALF16_6_9_1_SIBR,Test,6_9,2.25,ALF16_6_9_SIBR,ALF16_6_9_1_SIBR
10_31_18,2018,VIG,10,ALF16,1,4,1,7,3,EURO,7_1_3,ALF16_7_1_3_EURO,Test,7_1,2.25,ALF16_7_1_EURO,ALF16_7_1_3_EURO
10_31_18,2018,VIG,10,ALF16,1,4,1,7,5,EURO,7_1_5,ALF16_7_1_5_EURO,Test,7_1,2.25,ALF16_7_1_EURO,ALF16_7_1_5_EURO
10_04_17,2017,VIG,7,ALF16,2,4,10,7,1,CASIA,7_10_1,ALF16_7_10_1_CASIA,Test,7_10,2.25,ALF16_7_10_CASIA,ALF16_7_10_1_CASIA
07_14_17,2017,VIG,5,ALF16,2,4,11,7,4,EURO,7_11_4,ALF16_7_11_4_EURO,Test,7_11,2.25,ALF16_7_11_EURO,ALF16_7_11_4_EURO
10_31_18,2018,VIG,10,ALF16,2,4,11,7,5,EURO,7_11_5,ALF16_7_11_5_EURO,Test,7_11,2.25,ALF16_7_11_EURO,ALF16_7_11_5_EURO
10_31_18,2018,VIG,10,ALF16,2,4,11,7,6,EURO,7_11_6,ALF16_7_11_6_EURO,Test,7_11,2.25,ALF16_7_11_EURO,ALF16_7_11_6_EURO
10_31_18,2018,VIG,10,ALF16,2,4,12,7,2,OTTM,7_12_2,ALF16_7_12_2_OTTM,Test,7_12,2.25,ALF16_7_12_OTTM,ALF16_7_12_2_OTTM
10_31_18,2018,VIG,10,ALF16,2,4,12,7,4,OTTM,7_12_4,ALF16_7_12_4_OTTM,Test,7_12,2.25,ALF16_7_12_OTTM,ALF16_7_12_4_OTTM
10_31_18,2018,VIG,10,ALF16,2,4,12,7,6,OTTM,7_12_6,ALF16_7_12_6_OTTM,Test,7_12,2.25,ALF16_7_12_OTTM,ALF16_7_12_6_OTTM
08_31_16,2016,VIG,2,ALF16,3,4,14,7,4,SIBR,7_14_4,ALF16_7_14_4_SIBR,Test,7_14,2.25,ALF16_7_14_SIBR,ALF16_7_14_4_SIBR
08_31_16,2016,VIG,2,ALF16,3,4,15,7,1,SIBR,7_15_1,ALF16_7_15_1_SIBR,Test,7_15,2.25,ALF16_7_15_SIBR,ALF16_7_15_1_SIBR
08_31_16,2016,VIG,2,ALF16,3,4,15,7,4,SIBR,7_15_4,ALF16_7_15_4_SIBR,Test,7_15,2.25,ALF16_7_15_SIBR,ALF16_7_15_4_SIBR
08_08_18,2018,VIG,9,ALF16,3,4,16,7,3,CASIA,7_16_3,ALF16_7_16_3_CASIA,Test,7_16,2.25,ALF16_7_16_CASIA,ALF16_7_16_3_CASIA
08_31_16,2016,VIG,2,ALF16,3,4,16,7,5,CASIA,7_16_5,ALF16_7_16_5_CASIA,Test,7_16,2.25,ALF16_7_16_CASIA,ALF16_7_16_5_CASIA
08_31_16,2016,VIG,2,ALF16,3,4,17,7,1,EURO,7_17_1,ALF16_7_17_1_EURO,Test,7_17,2.25,ALF16_7_17_EURO,ALF16_7_17_1_EURO
08_31_16,2016,VIG,2,ALF16,3,4,17,7,3,EURO,7_17_3,ALF16_7_17_3_EURO,Test,7_17,2.25,ALF16_7_17_EURO,ALF16_7_17_3_EURO
08_31_16,2016,VIG,2,ALF16,3,4,17,7,5,EURO,7_17_5,ALF16_7_17_5_EURO,Test,7_17,2.25,ALF16_7_17_EURO,ALF16_7_17_5_EURO
08_31_16,2016,VIG,2,ALF16,3,4,18,7,4,OTTM,7_18_4,ALF16_7_18_4_OTTM,Test,7_18,2.25,ALF16_7_18_OTTM,ALF16_7_18_4_OTTM
08_31_16,2016,VIG,2,ALF16,3,4,18,7,5,OTTM,7_18_5,ALF16_7_18_5_OTTM,Test,7_18,2.25,ALF16_7_18_OTTM,ALF16_7_18_5_OTTM
08_31_16,2016,VIG,2,ALF16,3,4,18,7,6,OTTM,7_18_6,ALF16_7_18_6_OTTM,Test,7_18,2.25,ALF16_7_18_OTTM,ALF16_7_18_6_OTTM
10_21_16,2016,VIG,3,ALF16,4,4,19,7,1,CASIA,7_19_1,ALF16_7_19_1_CASIA,Test,7_19,2.25,ALF16_7_19_CASIA,ALF16_7_19_1_CASIA
10_21_16,2016,VIG,3,ALF16,4,4,19,7,3,CASIA,7_19_3,ALF16_7_19_3_CASIA,Test,7_19,2.25,ALF16_7_19_CASIA,ALF16_7_19_3_CASIA
10_04_17,2017,VIG,7,ALF16,4,4,19,7,4,CASIA,7_19_4,ALF16_7_19_4_CASIA,Test,7_19,2.25,ALF16_7_19_CASIA,ALF16_7_19_4_CASIA
10_31_18,2018,VIG,10,ALF16,4,4,19,7,5,CASIA,7_19_5,ALF16_7_19_5_CASIA,Test,7_19,2.25,ALF16_7_19_CASIA,ALF16_7_19_5_CASIA
08_31_16,2016,VIG,2,ALF16,1,4,2,7,4,SIBR,7_2_4,ALF16_7_2_4_SIBR,Test,7_2,2.25,ALF16_7_2_SIBR,ALF16_7_2_4_SIBR
08_31_16,2016,VIG,2,ALF16,4,4,20,7,4,EURO,7_20_4,ALF16_7_20_4_EURO,Test,7_20,2.25,ALF16_7_20_EURO,ALF16_7_20_4_EURO
10_21_16,2016,VIG,3,ALF16,4,4,20,7,4,EURO,7_20_4,ALF16_7_20_4_EURO,Test,7_20,2.25,ALF16_7_20_EURO,ALF16_7_20_4_EURO
08_31_16,2016,VIG,2,ALF16,4,4,20,7,6,EURO,7_20_6,ALF16_7_20_6_EURO,Test,7_20,2.25,ALF16_7_20_EURO,ALF16_7_20_6_EURO
10_21_16,2016,VIG,3,ALF16,4,4,21,7,6,EURO,7_21_6,ALF16_7_21_6_EURO,Test,7_21,2.25,ALF16_7_21_EURO,ALF16_7_21_6_EURO
08_31_16,2016,VIG,2,ALF16,4,4,22,7,5,SIBR,7_22_5,ALF16_7_22_5_SIBR,Test,7_22,2.25,ALF16_7_22_SIBR,ALF16_7_22_5_SIBR
07_14_17,2017,VIG,5,ALF16,4,4,24,7,4,SIBR,7_24_4,ALF16_7_24_4_SIBR,Test,7_24,2.25,ALF16_7_24_SIBR,ALF16_7_24_4_SIBR
08_31_16,2016,VIG,2,ALF16,4,4,24,7,4,SIBR,7_24_4,ALF16_7_24_4_SIBR,Test,7_24,2.25,ALF16_7_24_SIBR,ALF16_7_24_4_SIBR
08_31_16,2016,VIG,2,ALF16,1,4,3,7,1,SIBR,7_3_1,ALF16_7_3_1_SIBR,Test,7_3,2.25,ALF16_7_3_SIBR,ALF16_7_3_1_SIBR
08_31_16,2016,VIG,2,ALF16,1,4,3,7,4,SIBR,7_3_4,ALF16_7_3_4_SIBR,Test,7_3,2.25,ALF16_7_3_SIBR,ALF16_7_3_4_SIBR
10_31_18,2018,VIG,10,ALF16,1,4,5,7,1,SIBR,7_5_1,ALF16_7_5_1_SIBR,Test,7_5,2.25,ALF16_7_5_SIBR,ALF16_7_5_1_SIBR
08_31_16,2016,VIG,2,ALF16,1,4,5,7,3,SIBR,7_5_3,ALF16_7_5_3_SIBR,Test,7_5,2.25,ALF16_7_5_SIBR,ALF16_7_5_3_SIBR
10_31_18,2018,VIG,10,ALF16,1,4,5,7,3,SIBR,7_5_3,ALF16_7_5_3_SIBR,Test,7_5,2.25,ALF16_7_5_SIBR,ALF16_7_5_3_SIBR
10_04_17,2017,VIG,7,ALF16,2,4,7,7,1,EURO,7_7_1,ALF16_7_7_1_EURO,Test,7_7,2.25,ALF16_7_7_EURO,ALF16_7_7_1_EURO
07_14_17,2017,VIG,5,ALF16,2,4,7,7,6,EURO,7_7_6,ALF16_7_7_6_EURO,Test,7_7,2.25,ALF16_7_7_EURO,ALF16_7_7_6_EURO
10_31_18,2018,VIG,10,ALF16,2,4,8,7,3,OTTM,7_8_3,ALF16_7_8_3_OTTM,Test,7_8,2.25,ALF16_7_8_OTTM,ALF16_7_8_3_OTTM
10_31_18,2018,VIG,10,ALF16,2,4,8,7,6,OTTM,7_8_6,ALF16_7_8_6_OTTM,Test,7_8,2.25,ALF16_7_8_OTTM,ALF16_7_8_6_OTTM
07_14_17,2017,VIG,5,ALF16,2,4,9,7,3,OTTM,7_9_3,ALF16_7_9_3_OTTM,Test,7_9,2.25,ALF16_7_9_OTTM,ALF16_7_9_3_OTTM
10_04_17,2017,VIG,7,ALF16,2,4,9,7,3,OTTM,7_9_3,ALF16_7_9_3_OTTM,Test,7_9,2.25,ALF16_7_9_OTTM,ALF16_7_9_3_OTTM
10_31_18,2018,VIG,10,ALF16,2,4,9,7,6,OTTM,7_9_6,ALF16_7_9_6_OTTM,Test,7_9,2.25,ALF16_7_9_OTTM,ALF16_7_9_6_OTTM
08_31_16,2016,VIG,2,ALF16,1,4,1,8,4,EURO,8_1_4,ALF16_8_1_4_EURO,Test,8_1,2.25,ALF16_8_1_EURO,ALF16_8_1_4_EURO
10_04_17,2017,VIG,7,ALF16,1,4,1,8,4,EURO,8_1_4,ALF16_8_1_4_EURO,Test,8_1,2.25,ALF16_8_1_EURO,ALF16_8_1_4_EURO
10_31_18,2018,VIG,10,ALF16,1,4,1,8,6,EURO,8_1_6,ALF16_8_1_6_EURO,Test,8_1,2.25,ALF16_8_1_EURO,ALF16_8_1_6_EURO
07_14_17,2017,VIG,5,ALF16,2,4,10,8,4,EURO,8_10_4,ALF16_8_10_4_EURO,Test,8_10,2.25,ALF16_8_10_EURO,ALF16_8_10_4_EURO
10_31_18,2018,VIG,10,ALF16,2,4,10,8,4,EURO,8_10_4,ALF16_8_10_4_EURO,Test,8_10,2.25,ALF16_8_10_EURO,ALF16_8_10_4_EURO
10_31_18,2018,VIG,10,ALF16,2,4,12,8,3,SIBR,8_12_3,ALF16_8_12_3_SIBR,Test,8_12,2.25,ALF16_8_12_SIBR,ALF16_8_12_3_SIBR
08_31_16,2016,VIG,2,ALF16,3,4,13,8,4,EURO,8_13_4,ALF16_8_13_4_EURO,Test,8_13,2.25,ALF16_8_13_EURO,ALF16_8_13_4_EURO
08_31_16,2016,VIG,2,ALF16,3,4,14,8,2,CASIA,8_14_2,ALF16_8_14_2_CASIA,Test,8_14,2.25,ALF16_8_14_CASIA,ALF16_8_14_2_CASIA
08_17_17,2017,VIG,6,ALF16,3,4,14,8,3,CASIA,8_14_3,ALF16_8_14_3_CASIA,Test,8_14,2.25,ALF16_8_14_CASIA,ALF16_8_14_3_CASIA
08_08_18,2018,VIG,9,ALF16,3,4,14,8,6,CASIA,8_14_6,ALF16_8_14_6_CASIA,Test,8_14,2.25,ALF16_8_14_CASIA,ALF16_8_14_6_CASIA
08_31_16,2016,VIG,2,ALF16,3,4,16,8,1,EURO,8_16_1,ALF16_8_16_1_EURO,Test,8_16,2.25,ALF16_8_16_EURO,ALF16_8_16_1_EURO
08_31_16,2016,VIG,2,ALF16,3,4,16,8,4,EURO,8_16_4,ALF16_8_16_4_EURO,Test,8_16,2.25,ALF16_8_16_EURO,ALF16_8_16_4_EURO
08_08_18,2018,VIG,9,ALF16,3,4,17,8,3,CASIA,8_17_3,ALF16_8_17_3_CASIA,Test,8_17,2.25,ALF16_8_17_CASIA,ALF16_8_17_3_CASIA
08_31_16,2016,VIG,2,ALF16,3,4,17,8,4,CASIA,8_17_4,ALF16_8_17_4_CASIA,Test,8_17,2.25,ALF16_8_17_CASIA,ALF16_8_17_4_CASIA
08_08_18,2018,VIG,9,ALF16,1,4,2,8,4,CASIA,8_2_4,ALF16_8_2_4_CASIA,Test,8_2,2.25,ALF16_8_2_CASIA,ALF16_8_2_4_CASIA
08_08_18,2018,VIG,9,ALF16,1,4,2,8,5,CASIA,8_2_5,ALF16_8_2_5_CASIA,Test,8_2,2.25,ALF16_8_2_CASIA,ALF16_8_2_5_CASIA
10_04_17,2017,VIG,7,ALF16,1,4,2,8,6,CASIA,8_2_6,ALF16_8_2_6_CASIA,Test,8_2,2.25,ALF16_8_2_CASIA,ALF16_8_2_6_CASIA
08_31_16,2016,VIG,2,ALF16,4,4,21,8,1,EURO,8_21_1,ALF16_8_21_1_EURO,Test,8_21,2.25,ALF16_8_21_EURO,ALF16_8_21_1_EURO
10_21_16,2016,VIG,3,ALF16,4,4,21,8,1,EURO,8_21_1,ALF16_8_21_1_EURO,Test,8_21,2.25,ALF16_8_21_EURO,ALF16_8_21_1_EURO
10_21_16,2016,VIG,3,ALF16,4,4,21,8,5,EURO,8_21_5,ALF16_8_21_5_EURO,Test,8_21,2.25,ALF16_8_21_EURO,ALF16_8_21_5_EURO
10_31_18,2018,VIG,10,ALF16,4,4,22,8,3,OTTM,8_22_3,ALF16_8_22_3_OTTM,Test,8_22,2.25,ALF16_8_22_OTTM,ALF16_8_22_3_OTTM
08_31_16,2016,VIG,2,ALF16,4,4,24,8,6,CASIA,8_24_6,ALF16_8_24_6_CASIA,Test,8_24,2.25,ALF16_8_24_CASIA,ALF16_8_24_6_CASIA
07_14_17,2017,VIG,5,ALF16,1,4,3,8,1,EURO,8_3_1,ALF16_8_3_1_EURO,Test,8_3,2.25,ALF16_8_3_EURO,ALF16_8_3_1_EURO
08_31_16,2016,VIG,2,ALF16,1,4,3,8,1,EURO,8_3_1,ALF16_8_3_1_EURO,Test,8_3,2.25,ALF16_8_3_EURO,ALF16_8_3_1_EURO
