date,data_type,cut,Loc,rep,blk,row,rng,plant_no,name,plant_id,plant_names,plot,value,id_by_plot,id_by_plant_aug
10_31_18,HGT,4,ALF16,4,1,22,2,4,SIBR,2_22_4,ALF16_2_22_4_SIBR,2_22,NA,ALF16_2_22_SIBR,ALF16_2_22_4_SIBR
10_31_18,HGT,4,ALF16,4,1,22,2,5,SIBR,2_22_5,ALF16_2_22_5_SIBR,2_22,5,ALF16_2_22_SIBR,ALF16_2_22_5_SIBR
10_31_18,HGT,4,ALF16,4,1,22,2,6,SIBR,2_22_6,ALF16_2_22_6_SIBR,2_22,NA,ALF16_2_22_SIBR,ALF16_2_22_6_SIBR
09_22_19,HGT,5,ALF16,4,1,22,2,1,SIBR,2_22_1,ALF16_2_22_1_SIBR,2_22,25,ALF16_2_22_SIBR,ALF16_2_22_1_SIBR
09_22_19,HGT,5,ALF16,4,1,22,2,2,SIBR,2_22_2,ALF16_2_22_2_SIBR,2_22,45,ALF16_2_22_SIBR,ALF16_2_22_2_SIBR
09_22_19,HGT,5,ALF16,4,1,22,2,3,SIBR,2_22_3,ALF16_2_22_3_SIBR,2_22,NA,ALF16_2_22_SIBR,ALF16_2_22_3_SIBR
09_22_19,HGT,5,ALF16,4,1,22,2,4,SIBR,2_22_4,ALF16_2_22_4_SIBR,2_22,NA,ALF16_2_22_SIBR,ALF16_2_22_4_SIBR
09_22_19,HGT,5,ALF16,4,1,22,2,5,SIBR,2_22_5,ALF16_2_22_5_SIBR,2_22,NA,ALF16_2_22_SIBR,ALF16_2_22_5_SIBR
09_22_19,HGT,5,ALF16,4,1,22,2,6,SIBR,2_22_6,ALF16_2_22_6_SIBR,2_22,NA,ALF16_2_22_SIBR,ALF16_2_22_6_SIBR
07_12_17,HGT,1,ALF16,4,1,23,2,1,OTTM,2_23_1,ALF16_2_23_1_OTTM,2_23,35,ALF16_2_23_OTTM,ALF16_2_23_1_OTTM
07_12_17,HGT,1,ALF16,4,1,23,2,2,OTTM,2_23_2,ALF16_2_23_2_OTTM,2_23,NA,ALF16_2_23_OTTM,ALF16_2_23_2_OTTM
07_12_17,HGT,1,ALF16,4,1,23,2,3,OTTM,2_23_3,ALF16_2_23_3_OTTM,2_23,65,ALF16_2_23_OTTM,ALF16_2_23_3_OTTM
07_12_17,HGT,1,ALF16,4,1,23,2,4,OTTM,2_23_4,ALF16_2_23_4_OTTM,2_23,NA,ALF16_2_23_OTTM,ALF16_2_23_4_OTTM
07_12_17,HGT,1,ALF16,4,1,23,2,5,OTTM,2_23_5,ALF16_2_23_5_OTTM,2_23,NA,ALF16_2_23_OTTM,ALF16_2_23_5_OTTM
07_12_17,HGT,1,ALF16,4,1,23,2,6,OTTM,2_23_6,ALF16_2_23_6_OTTM,2_23,NA,ALF16_2_23_OTTM,ALF16_2_23_6_OTTM
08_18_17,HGT,2,ALF16,4,1,23,2,1,OTTM,2_23_1,ALF16_2_23_1_OTTM,2_23,50,ALF16_2_23_OTTM,ALF16_2_23_1_OTTM
08_18_17,HGT,2,ALF16,4,1,23,2,2,OTTM,2_23_2,ALF16_2_23_2_OTTM,2_23,NA,ALF16_2_23_OTTM,ALF16_2_23_2_OTTM
08_18_17,HGT,2,ALF16,4,1,23,2,3,OTTM,2_23_3,ALF16_2_23_3_OTTM,2_23,55,ALF16_2_23_OTTM,ALF16_2_23_3_OTTM
08_18_17,HGT,2,ALF16,4,1,23,2,4,OTTM,2_23_4,ALF16_2_23_4_OTTM,2_23,47.5,ALF16_2_23_OTTM,ALF16_2_23_4_OTTM
08_18_17,HGT,2,ALF16,4,1,23,2,5,OTTM,2_23_5,ALF16_2_23_5_OTTM,2_23,NA,ALF16_2_23_OTTM,ALF16_2_23_5_OTTM
08_18_17,HGT,2,ALF16,4,1,23,2,6,OTTM,2_23_6,ALF16_2_23_6_OTTM,2_23,NA,ALF16_2_23_OTTM,ALF16_2_23_6_OTTM
10_05_17,HGT,3,ALF16,4,1,23,2,1,OTTM,2_23_1,ALF16_2_23_1_OTTM,2_23,50,ALF16_2_23_OTTM,ALF16_2_23_1_OTTM
10_05_17,HGT,3,ALF16,4,1,23,2,2,OTTM,2_23_2,ALF16_2_23_2_OTTM,2_23,NA,ALF16_2_23_OTTM,ALF16_2_23_2_OTTM
10_05_17,HGT,3,ALF16,4,1,23,2,3,OTTM,2_23_3,ALF16_2_23_3_OTTM,2_23,60,ALF16_2_23_OTTM,ALF16_2_23_3_OTTM
10_05_17,HGT,3,ALF16,4,1,23,2,4,OTTM,2_23_4,ALF16_2_23_4_OTTM,2_23,35,ALF16_2_23_OTTM,ALF16_2_23_4_OTTM
10_05_17,HGT,3,ALF16,4,1,23,2,5,OTTM,2_23_5,ALF16_2_23_5_OTTM,2_23,NA,ALF16_2_23_OTTM,ALF16_2_23_5_OTTM
10_05_17,HGT,3,ALF16,4,1,23,2,6,OTTM,2_23_6,ALF16_2_23_6_OTTM,2_23,NA,ALF16_2_23_OTTM,ALF16_2_23_6_OTTM
10_31_18,HGT,4,ALF16,4,1,23,2,1,OTTM,2_23_1,ALF16_2_23_1_OTTM,2_23,15,ALF16_2_23_OTTM,ALF16_2_23_1_OTTM
10_31_18,HGT,4,ALF16,4,1,23,2,2,OTTM,2_23_2,ALF16_2_23_2_OTTM,2_23,NA,ALF16_2_23_OTTM,ALF16_2_23_2_OTTM
10_31_18,HGT,4,ALF16,4,1,23,2,3,OTTM,2_23_3,ALF16_2_23_3_OTTM,2_23,12.5,ALF16_2_23_OTTM,ALF16_2_23_3_OTTM
10_31_18,HGT,4,ALF16,4,1,23,2,4,OTTM,2_23_4,ALF16_2_23_4_OTTM,2_23,7.5,ALF16_2_23_OTTM,ALF16_2_23_4_OTTM
10_31_18,HGT,4,ALF16,4,1,23,2,5,OTTM,2_23_5,ALF16_2_23_5_OTTM,2_23,NA,ALF16_2_23_OTTM,ALF16_2_23_5_OTTM
10_31_18,HGT,4,ALF16,4,1,23,2,6,OTTM,2_23_6,ALF16_2_23_6_OTTM,2_23,NA,ALF16_2_23_OTTM,ALF16_2_23_6_OTTM
09_22_19,HGT,5,ALF16,4,1,23,2,1,OTTM,2_23_1,ALF16_2_23_1_OTTM,2_23,65,ALF16_2_23_OTTM,ALF16_2_23_1_OTTM
09_22_19,HGT,5,ALF16,4,1,23,2,2,OTTM,2_23_2,ALF16_2_23_2_OTTM,2_23,NA,ALF16_2_23_OTTM,ALF16_2_23_2_OTTM
09_22_19,HGT,5,ALF16,4,1,23,2,3,OTTM,2_23_3,ALF16_2_23_3_OTTM,2_23,75,ALF16_2_23_OTTM,ALF16_2_23_3_OTTM
09_22_19,HGT,5,ALF16,4,1,23,2,4,OTTM,2_23_4,ALF16_2_23_4_OTTM,2_23,60,ALF16_2_23_OTTM,ALF16_2_23_4_OTTM
09_22_19,HGT,5,ALF16,4,1,23,2,5,OTTM,2_23_5,ALF16_2_23_5_OTTM,2_23,NA,ALF16_2_23_OTTM,ALF16_2_23_5_OTTM
09_22_19,HGT,5,ALF16,4,1,23,2,6,OTTM,2_23_6,ALF16_2_23_6_OTTM,2_23,NA,ALF16_2_23_OTTM,ALF16_2_23_6_OTTM
07_12_17,HGT,1,ALF16,4,1,24,2,1,SIBR,2_24_1,ALF16_2_24_1_SIBR,2_24,55,ALF16_2_24_SIBR,ALF16_2_24_1_SIBR
07_12_17,HGT,1,ALF16,4,1,24,2,2,SIBR,2_24_2,ALF16_2_24_2_SIBR,2_24,40,ALF16_2_24_SIBR,ALF16_2_24_2_SIBR
07_12_17,HGT,1,ALF16,4,1,24,2,3,SIBR,2_24_3,ALF16_2_24_3_SIBR,2_24,40,ALF16_2_24_SIBR,ALF16_2_24_3_SIBR
07_12_17,HGT,1,ALF16,4,1,24,2,4,SIBR,2_24_4,ALF16_2_24_4_SIBR,2_24,50,ALF16_2_24_SIBR,ALF16_2_24_4_SIBR
07_12_17,HGT,1,ALF16,4,1,24,2,5,SIBR,2_24_5,ALF16_2_24_5_SIBR,2_24,35,ALF16_2_24_SIBR,ALF16_2_24_5_SIBR
07_12_17,HGT,1,ALF16,4,1,24,2,6,SIBR,2_24_6,ALF16_2_24_6_SIBR,3_24,45,ALF16_3_24_SIBR,ALF16_2_24_6_SIBR
08_18_17,HGT,2,ALF16,4,1,24,2,1,SIBR,2_24_1,ALF16_2_24_1_SIBR,3_24,40,ALF16_3_24_SIBR,ALF16_2_24_1_SIBR
08_18_17,HGT,2,ALF16,4,1,24,2,2,SIBR,2_24_2,ALF16_2_24_2_SIBR,3_24,45,ALF16_3_24_SIBR,ALF16_2_24_2_SIBR
08_18_17,HGT,2,ALF16,4,1,24,2,3,SIBR,2_24_3,ALF16_2_24_3_SIBR,3_24,30,ALF16_3_24_SIBR,ALF16_2_24_3_SIBR
08_18_17,HGT,2,ALF16,4,1,24,2,4,SIBR,2_24_4,ALF16_2_24_4_SIBR,3_24,40,ALF16_3_24_SIBR,ALF16_2_24_4_SIBR
08_18_17,HGT,2,ALF16,4,1,24,2,5,SIBR,2_24_5,ALF16_2_24_5_SIBR,3_24,27.5,ALF16_3_24_SIBR,ALF16_2_24_5_SIBR
08_18_17,HGT,2,ALF16,4,1,24,2,6,SIBR,2_24_6,ALF16_2_24_6_SIBR,3_24,42.5,ALF16_3_24_SIBR,ALF16_2_24_6_SIBR
10_05_17,HGT,3,ALF16,4,1,24,2,1,SIBR,2_24_1,ALF16_2_24_1_SIBR,3_24,20,ALF16_3_24_SIBR,ALF16_2_24_1_SIBR
10_05_17,HGT,3,ALF16,4,1,24,2,2,SIBR,2_24_2,ALF16_2_24_2_SIBR,3_24,25,ALF16_3_24_SIBR,ALF16_2_24_2_SIBR
10_05_17,HGT,3,ALF16,4,1,24,2,3,SIBR,2_24_3,ALF16_2_24_3_SIBR,3_24,15,ALF16_3_24_SIBR,ALF16_2_24_3_SIBR
10_05_17,HGT,3,ALF16,4,1,24,2,4,SIBR,2_24_4,ALF16_2_24_4_SIBR,3_24,20,ALF16_3_24_SIBR,ALF16_2_24_4_SIBR
10_05_17,HGT,3,ALF16,4,1,24,2,5,SIBR,2_24_5,ALF16_2_24_5_SIBR,3_24,20,ALF16_3_24_SIBR,ALF16_2_24_5_SIBR
10_05_17,HGT,3,ALF16,4,1,24,2,6,SIBR,2_24_6,ALF16_2_24_6_SIBR,3_24,30,ALF16_3_24_SIBR,ALF16_2_24_6_SIBR
10_31_18,HGT,4,ALF16,4,1,24,2,1,SIBR,2_24_1,ALF16_2_24_1_SIBR,3_24,5,ALF16_3_24_SIBR,ALF16_2_24_1_SIBR
10_31_18,HGT,4,ALF16,4,1,24,2,2,SIBR,2_24_2,ALF16_2_24_2_SIBR,3_24,5,ALF16_3_24_SIBR,ALF16_2_24_2_SIBR
10_31_18,HGT,4,ALF16,4,1,24,2,3,SIBR,2_24_3,ALF16_2_24_3_SIBR,3_24,5,ALF16_3_24_SIBR,ALF16_2_24_3_SIBR
10_31_18,HGT,4,ALF16,4,1,24,2,4,SIBR,2_24_4,ALF16_2_24_4_SIBR,3_24,5,ALF16_3_24_SIBR,ALF16_2_24_4_SIBR
10_31_18,HGT,4,ALF16,4,1,24,2,5,SIBR,2_24_5,ALF16_2_24_5_SIBR,3_24,10,ALF16_3_24_SIBR,ALF16_2_24_5_SIBR
10_31_18,HGT,4,ALF16,4,1,24,2,6,SIBR,2_24_6,ALF16_2_24_6_SIBR,3_24,7.5,ALF16_3_24_SIBR,ALF16_2_24_6_SIBR
09_22_19,HGT,5,ALF16,4,1,24,2,1,SIBR,2_24_1,ALF16_2_24_1_SIBR,3_24,35,ALF16_3_24_SIBR,ALF16_2_24_1_SIBR
09_22_19,HGT,5,ALF16,4,1,24,2,2,SIBR,2_24_2,ALF16_2_24_2_SIBR,3_24,42.5,ALF16_3_24_SIBR,ALF16_2_24_2_SIBR
09_22_19,HGT,5,ALF16,4,1,24,2,3,SIBR,2_24_3,ALF16_2_24_3_SIBR,3_24,30,ALF16_3_24_SIBR,ALF16_2_24_3_SIBR
09_22_19,HGT,5,ALF16,4,1,24,2,4,SIBR,2_24_4,ALF16_2_24_4_SIBR,3_24,20,ALF16_3_24_SIBR,ALF16_2_24_4_SIBR
09_22_19,HGT,5,ALF16,4,1,24,2,5,SIBR,2_24_5,ALF16_2_24_5_SIBR,3_24,37.5,ALF16_3_24_SIBR,ALF16_2_24_5_SIBR
09_22_19,HGT,5,ALF16,4,1,24,2,6,SIBR,2_24_6,ALF16_2_24_6_SIBR,3_24,50,ALF16_3_24_SIBR,ALF16_2_24_6_SIBR
07_12_17,HGT,1,ALF16,1,2,1,3,1,OTTM,3_1_1,ALF16_3_1_1_OTTM,3_1,75,ALF16_3_1_OTTM,ALF16_3_1_1_OTTM
07_12_17,HGT,1,ALF16,1,2,1,3,2,OTTM,3_1_2,ALF16_3_1_2_OTTM,3_1,75,ALF16_3_1_OTTM,ALF16_3_1_2_OTTM
07_12_17,HGT,1,ALF16,1,2,1,3,3,OTTM,3_1_3,ALF16_3_1_3_OTTM,3_1,60,ALF16_3_1_OTTM,ALF16_3_1_3_OTTM
07_12_17,HGT,1,ALF16,1,2,1,3,4,OTTM,3_1_4,ALF16_3_1_4_OTTM,3_1,60,ALF16_3_1_OTTM,ALF16_3_1_4_OTTM
07_12_17,HGT,1,ALF16,1,2,1,3,5,OTTM,3_1_5,ALF16_3_1_5_OTTM,3_1,NA,ALF16_3_1_OTTM,ALF16_3_1_5_OTTM
07_12_17,HGT,1,ALF16,1,2,1,3,6,OTTM,3_1_6,ALF16_3_1_6_OTTM,3_1,NA,ALF16_3_1_OTTM,ALF16_3_1_6_OTTM
08_18_17,HGT,2,ALF16,1,2,1,3,1,OTTM,3_1_1,ALF16_3_1_1_OTTM,3_1,80,ALF16_3_1_OTTM,ALF16_3_1_1_OTTM
08_18_17,HGT,2,ALF16,1,2,1,3,2,OTTM,3_1_2,ALF16_3_1_2_OTTM,3_1,70,ALF16_3_1_OTTM,ALF16_3_1_2_OTTM
08_18_17,HGT,2,ALF16,1,2,1,3,3,OTTM,3_1_3,ALF16_3_1_3_OTTM,3_1,60,ALF16_3_1_OTTM,ALF16_3_1_3_OTTM
08_18_17,HGT,2,ALF16,1,2,1,3,4,OTTM,3_1_4,ALF16_3_1_4_OTTM,3_1,60,ALF16_3_1_OTTM,ALF16_3_1_4_OTTM
08_18_17,HGT,2,ALF16,1,2,1,3,5,OTTM,3_1_5,ALF16_3_1_5_OTTM,3_1,NA,ALF16_3_1_OTTM,ALF16_3_1_5_OTTM
08_18_17,HGT,2,ALF16,1,2,1,3,6,OTTM,3_1_6,ALF16_3_1_6_OTTM,3_1,NA,ALF16_3_1_OTTM,ALF16_3_1_6_OTTM
10_05_17,HGT,3,ALF16,1,2,1,3,1,OTTM,3_1_1,ALF16_3_1_1_OTTM,3_1,65,ALF16_3_1_OTTM,ALF16_3_1_1_OTTM
10_05_17,HGT,3,ALF16,1,2,1,3,2,OTTM,3_1_2,ALF16_3_1_2_OTTM,3_1,55,ALF16_3_1_OTTM,ALF16_3_1_2_OTTM
10_05_17,HGT,3,ALF16,1,2,1,3,3,OTTM,3_1_3,ALF16_3_1_3_OTTM,3_1,45,ALF16_3_1_OTTM,ALF16_3_1_3_OTTM
10_05_17,HGT,3,ALF16,1,2,1,3,4,OTTM,3_1_4,ALF16_3_1_4_OTTM,3_1,50,ALF16_3_1_OTTM,ALF16_3_1_4_OTTM
10_05_17,HGT,3,ALF16,1,2,1,3,5,OTTM,3_1_5,ALF16_3_1_5_OTTM,3_1,NA,ALF16_3_1_OTTM,ALF16_3_1_5_OTTM
10_05_17,HGT,3,ALF16,1,2,1,3,6,OTTM,3_1_6,ALF16_3_1_6_OTTM,3_1,NA,ALF16_3_1_OTTM,ALF16_3_1_6_OTTM
10_31_18,HGT,4,ALF16,1,2,1,3,1,OTTM,3_1_1,ALF16_3_1_1_OTTM,3_1,NA,ALF16_3_1_OTTM,ALF16_3_1_1_OTTM
10_31_18,HGT,4,ALF16,1,2,1,3,2,OTTM,3_1_2,ALF16_3_1_2_OTTM,3_1,NA,ALF16_3_1_OTTM,ALF16_3_1_2_OTTM
10_31_18,HGT,4,ALF16,1,2,1,3,3,OTTM,3_1_3,ALF16_3_1_3_OTTM,3_1,NA,ALF16_3_1_OTTM,ALF16_3_1_3_OTTM
10_31_18,HGT,4,ALF16,1,2,1,3,4,OTTM,3_1_4,ALF16_3_1_4_OTTM,3_1,NA,ALF16_3_1_OTTM,ALF16_3_1_4_OTTM
10_31_18,HGT,4,ALF16,1,2,1,3,5,OTTM,3_1_5,ALF16_3_1_5_OTTM,3_1,NA,ALF16_3_1_OTTM,ALF16_3_1_5_OTTM
10_31_18,HGT,4,ALF16,1,2,1,3,6,OTTM,3_1_6,ALF16_3_1_6_OTTM,3_1,NA,ALF16_3_1_OTTM,ALF16_3_1_6_OTTM
09_22_19,HGT,5,ALF16,1,2,1,3,1,OTTM,3_1_1,ALF16_3_1_1_OTTM,3_1,NA,ALF16_3_1_OTTM,ALF16_3_1_1_OTTM
09_22_19,HGT,5,ALF16,1,2,1,3,2,OTTM,3_1_2,ALF16_3_1_2_OTTM,3_1,NA,ALF16_3_1_OTTM,ALF16_3_1_2_OTTM
09_22_19,HGT,5,ALF16,1,2,1,3,3,OTTM,3_1_3,ALF16_3_1_3_OTTM,3_1,NA,ALF16_3_1_OTTM,ALF16_3_1_3_OTTM
09_22_19,HGT,5,ALF16,1,2,1,3,4,OTTM,3_1_4,ALF16_3_1_4_OTTM,3_1,NA,ALF16_3_1_OTTM,ALF16_3_1_4_OTTM
09_22_19,HGT,5,ALF16,1,2,1,3,5,OTTM,3_1_5,ALF16_3_1_5_OTTM,3_1,NA,ALF16_3_1_OTTM,ALF16_3_1_5_OTTM
09_22_19,HGT,5,ALF16,1,2,1,3,6,OTTM,3_1_6,ALF16_3_1_6_OTTM,3_1,NA,ALF16_3_1_OTTM,ALF16_3_1_6_OTTM
07_12_17,HGT,1,ALF16,1,2,2,3,1,CASIA,3_2_1,ALF16_3_2_1_CASIA,3_2,60,ALF16_3_2_CASIA,ALF16_3_2_1_CASIA
07_12_17,HGT,1,ALF16,1,2,2,3,2,CASIA,3_2_2,ALF16_3_2_2_CASIA,3_2,60,ALF16_3_2_CASIA,ALF16_3_2_2_CASIA
07_12_17,HGT,1,ALF16,1,2,2,3,3,CASIA,3_2_3,ALF16_3_2_3_CASIA,3_2,40,ALF16_3_2_CASIA,ALF16_3_2_3_CASIA
07_12_17,HGT,1,ALF16,1,2,2,3,4,CASIA,3_2_4,ALF16_3_2_4_CASIA,3_2,45,ALF16_3_2_CASIA,ALF16_3_2_4_CASIA
07_12_17,HGT,1,ALF16,1,2,2,3,5,CASIA,3_2_5,ALF16_3_2_5_CASIA,3_2,55,ALF16_3_2_CASIA,ALF16_3_2_5_CASIA
07_12_17,HGT,1,ALF16,1,2,2,3,6,CASIA,3_2_6,ALF16_3_2_6_CASIA,3_2,NA,ALF16_3_2_CASIA,ALF16_3_2_6_CASIA
08_18_17,HGT,2,ALF16,1,2,2,3,1,CASIA,3_2_1,ALF16_3_2_1_CASIA,3_2,55,ALF16_3_2_CASIA,ALF16_3_2_1_CASIA
08_18_17,HGT,2,ALF16,1,2,2,3,2,CASIA,3_2_2,ALF16_3_2_2_CASIA,3_2,57.5,ALF16_3_2_CASIA,ALF16_3_2_2_CASIA
08_18_17,HGT,2,ALF16,1,2,2,3,3,CASIA,3_2_3,ALF16_3_2_3_CASIA,3_2,57.5,ALF16_3_2_CASIA,ALF16_3_2_3_CASIA
08_18_17,HGT,2,ALF16,1,2,2,3,4,CASIA,3_2_4,ALF16_3_2_4_CASIA,3_2,55,ALF16_3_2_CASIA,ALF16_3_2_4_CASIA
08_18_17,HGT,2,ALF16,1,2,2,3,5,CASIA,3_2_5,ALF16_3_2_5_CASIA,3_2,42.5,ALF16_3_2_CASIA,ALF16_3_2_5_CASIA
08_18_17,HGT,2,ALF16,1,2,2,3,6,CASIA,3_2_6,ALF16_3_2_6_CASIA,3_2,NA,ALF16_3_2_CASIA,ALF16_3_2_6_CASIA
10_05_17,HGT,3,ALF16,1,2,2,3,1,CASIA,3_2_1,ALF16_3_2_1_CASIA,3_2,37.5,ALF16_3_2_CASIA,ALF16_3_2_1_CASIA
10_05_17,HGT,3,ALF16,1,2,2,3,2,CASIA,3_2_2,ALF16_3_2_2_CASIA,3_2,42.5,ALF16_3_2_CASIA,ALF16_3_2_2_CASIA
10_05_17,HGT,3,ALF16,1,2,2,3,3,CASIA,3_2_3,ALF16_3_2_3_CASIA,3_2,40,ALF16_3_2_CASIA,ALF16_3_2_3_CASIA
10_05_17,HGT,3,ALF16,1,2,2,3,4,CASIA,3_2_4,ALF16_3_2_4_CASIA,3_2,45,ALF16_3_2_CASIA,ALF16_3_2_4_CASIA
10_05_17,HGT,3,ALF16,1,2,2,3,5,CASIA,3_2_5,ALF16_3_2_5_CASIA,3_2,30,ALF16_3_2_CASIA,ALF16_3_2_5_CASIA
10_05_17,HGT,3,ALF16,1,2,2,3,6,CASIA,3_2_6,ALF16_3_2_6_CASIA,3_2,NA,ALF16_3_2_CASIA,ALF16_3_2_6_CASIA
10_31_18,HGT,4,ALF16,1,2,2,3,1,CASIA,3_2_1,ALF16_3_2_1_CASIA,3_2,15,ALF16_3_2_CASIA,ALF16_3_2_1_CASIA
10_31_18,HGT,4,ALF16,1,2,2,3,2,CASIA,3_2_2,ALF16_3_2_2_CASIA,3_2,10,ALF16_3_2_CASIA,ALF16_3_2_2_CASIA
10_31_18,HGT,4,ALF16,1,2,2,3,3,CASIA,3_2_3,ALF16_3_2_3_CASIA,3_2,NA,ALF16_3_2_CASIA,ALF16_3_2_3_CASIA
10_31_18,HGT,4,ALF16,1,2,2,3,4,CASIA,3_2_4,ALF16_3_2_4_CASIA,3_2,NA,ALF16_3_2_CASIA,ALF16_3_2_4_CASIA
10_31_18,HGT,4,ALF16,1,2,2,3,5,CASIA,3_2_5,ALF16_3_2_5_CASIA,3_2,5,ALF16_3_2_CASIA,ALF16_3_2_5_CASIA
10_31_18,HGT,4,ALF16,1,2,2,3,6,CASIA,3_2_6,ALF16_3_2_6_CASIA,3_2,NA,ALF16_3_2_CASIA,ALF16_3_2_6_CASIA
09_22_19,HGT,5,ALF16,1,2,2,3,1,CASIA,3_2_1,ALF16_3_2_1_CASIA,3_2,65,ALF16_3_2_CASIA,ALF16_3_2_1_CASIA
09_22_19,HGT,5,ALF16,1,2,2,3,2,CASIA,3_2_2,ALF16_3_2_2_CASIA,3_2,55,ALF16_3_2_CASIA,ALF16_3_2_2_CASIA
09_22_19,HGT,5,ALF16,1,2,2,3,3,CASIA,3_2_3,ALF16_3_2_3_CASIA,3_2,NA,ALF16_3_2_CASIA,ALF16_3_2_3_CASIA
09_22_19,HGT,5,ALF16,1,2,2,3,4,CASIA,3_2_4,ALF16_3_2_4_CASIA,3_2,NA,ALF16_3_2_CASIA,ALF16_3_2_4_CASIA
09_22_19,HGT,5,ALF16,1,2,2,3,5,CASIA,3_2_5,ALF16_3_2_5_CASIA,3_2,57.5,ALF16_3_2_CASIA,ALF16_3_2_5_CASIA
09_22_19,HGT,5,ALF16,1,2,2,3,6,CASIA,3_2_6,ALF16_3_2_6_CASIA,3_2,NA,ALF16_3_2_CASIA,ALF16_3_2_6_CASIA
07_12_17,HGT,1,ALF16,1,2,3,3,1,CASIA,3_3_1,ALF16_3_3_1_CASIA,3_3,70,ALF16_3_3_CASIA,ALF16_3_3_1_CASIA
07_12_17,HGT,1,ALF16,1,2,3,3,2,CASIA,3_3_2,ALF16_3_3_2_CASIA,3_3,45,ALF16_3_3_CASIA,ALF16_3_3_2_CASIA
07_12_17,HGT,1,ALF16,1,2,3,3,3,CASIA,3_3_3,ALF16_3_3_3_CASIA,3_3,45,ALF16_3_3_CASIA,ALF16_3_3_3_CASIA
07_12_17,HGT,1,ALF16,1,2,3,3,4,CASIA,3_3_4,ALF16_3_3_4_CASIA,3_3,80,ALF16_3_3_CASIA,ALF16_3_3_4_CASIA
07_12_17,HGT,1,ALF16,1,2,3,3,5,CASIA,3_3_5,ALF16_3_3_5_CASIA,3_3,55,ALF16_3_3_CASIA,ALF16_3_3_5_CASIA
07_12_17,HGT,1,ALF16,1,2,3,3,6,CASIA,3_3_6,ALF16_3_3_6_CASIA,3_3,60,ALF16_3_3_CASIA,ALF16_3_3_6_CASIA
08_18_17,HGT,2,ALF16,1,2,3,3,1,CASIA,3_3_1,ALF16_3_3_1_CASIA,3_3,60,ALF16_3_3_CASIA,ALF16_3_3_1_CASIA
08_18_17,HGT,2,ALF16,1,2,3,3,2,CASIA,3_3_2,ALF16_3_3_2_CASIA,3_3,30,ALF16_3_3_CASIA,ALF16_3_3_2_CASIA
08_18_17,HGT,2,ALF16,1,2,3,3,3,CASIA,3_3_3,ALF16_3_3_3_CASIA,3_3,45,ALF16_3_3_CASIA,ALF16_3_3_3_CASIA
08_18_17,HGT,2,ALF16,1,2,3,3,4,CASIA,3_3_4,ALF16_3_3_4_CASIA,3_3,45,ALF16_3_3_CASIA,ALF16_3_3_4_CASIA
08_18_17,HGT,2,ALF16,1,2,3,3,5,CASIA,3_3_5,ALF16_3_3_5_CASIA,3_3,50,ALF16_3_3_CASIA,ALF16_3_3_5_CASIA
08_18_17,HGT,2,ALF16,1,2,3,3,6,CASIA,3_3_6,ALF16_3_3_6_CASIA,3_3,57.5,ALF16_3_3_CASIA,ALF16_3_3_6_CASIA
10_05_17,HGT,3,ALF16,1,2,3,3,1,CASIA,3_3_1,ALF16_3_3_1_CASIA,3_3,40,ALF16_3_3_CASIA,ALF16_3_3_1_CASIA
10_05_17,HGT,3,ALF16,1,2,3,3,2,CASIA,3_3_2,ALF16_3_3_2_CASIA,3_3,20,ALF16_3_3_CASIA,ALF16_3_3_2_CASIA
10_05_17,HGT,3,ALF16,1,2,3,3,3,CASIA,3_3_3,ALF16_3_3_3_CASIA,3_3,37.5,ALF16_3_3_CASIA,ALF16_3_3_3_CASIA
10_05_17,HGT,3,ALF16,1,2,3,3,4,CASIA,3_3_4,ALF16_3_3_4_CASIA,3_3,30,ALF16_3_3_CASIA,ALF16_3_3_4_CASIA
10_05_17,HGT,3,ALF16,1,2,3,3,5,CASIA,3_3_5,ALF16_3_3_5_CASIA,3_3,25,ALF16_3_3_CASIA,ALF16_3_3_5_CASIA
10_05_17,HGT,3,ALF16,1,2,3,3,6,CASIA,3_3_6,ALF16_3_3_6_CASIA,3_3,25,ALF16_3_3_CASIA,ALF16_3_3_6_CASIA
10_31_18,HGT,4,ALF16,1,2,3,3,1,CASIA,3_3_1,ALF16_3_3_1_CASIA,3_3,10,ALF16_3_3_CASIA,ALF16_3_3_1_CASIA
10_31_18,HGT,4,ALF16,1,2,3,3,2,CASIA,3_3_2,ALF16_3_3_2_CASIA,3_3,NA,ALF16_3_3_CASIA,ALF16_3_3_2_CASIA
10_31_18,HGT,4,ALF16,1,2,3,3,3,CASIA,3_3_3,ALF16_3_3_3_CASIA,3_3,NA,ALF16_3_3_CASIA,ALF16_3_3_3_CASIA
10_31_18,HGT,4,ALF16,1,2,3,3,4,CASIA,3_3_4,ALF16_3_3_4_CASIA,3_3,NA,ALF16_3_3_CASIA,ALF16_3_3_4_CASIA
10_31_18,HGT,4,ALF16,1,2,3,3,5,CASIA,3_3_5,ALF16_3_3_5_CASIA,3_3,7.5,ALF16_3_3_CASIA,ALF16_3_3_5_CASIA
10_31_18,HGT,4,ALF16,1,2,3,3,6,CASIA,3_3_6,ALF16_3_3_6_CASIA,3_3,5,ALF16_3_3_CASIA,ALF16_3_3_6_CASIA
