date,data_type,cut,Loc,rep,blk,row,rng,plant_no,name,plant_id,plant_names,plot,value,id_by_plot,id_by_plant_aug
09_22_19,HGT,5,ALF16,4,3,19,5,2,OTTM,5_19_2,ALF16_5_19_2_OTTM,5_19,50,ALF16_5_19_OTTM,ALF16_5_19_2_OTTM
09_22_19,HGT,5,ALF16,4,3,19,5,3,OTTM,5_19_3,ALF16_5_19_3_OTTM,5_19,85,ALF16_5_19_OTTM,ALF16_5_19_3_OTTM
09_22_19,HGT,5,ALF16,4,3,19,5,4,OTTM,5_19_4,ALF16_5_19_4_OTTM,5_19,65,ALF16_5_19_OTTM,ALF16_5_19_4_OTTM
09_22_19,HGT,5,ALF16,4,3,19,5,5,OTTM,5_19_5,ALF16_5_19_5_OTTM,5_19,NA,ALF16_5_19_OTTM,ALF16_5_19_5_OTTM
09_22_19,HGT,5,ALF16,4,3,19,5,6,OTTM,5_19_6,ALF16_5_19_6_OTTM,5_19,60,ALF16_5_19_OTTM,ALF16_5_19_6_OTTM
07_12_17,HGT,1,ALF16,4,3,20,5,1,Hybriforce3400,5_20_1,ALF16_5_20_1_Hybriforce3400,5_20,70,ALF16_Hybriforce3400,ALF16_Hybriforce3400
07_12_17,HGT,1,ALF16,4,3,20,5,2,Hybriforce3400,5_20_2,ALF16_5_20_2_Hybriforce3400,5_20,60,ALF16_Hybriforce3400,ALF16_Hybriforce3400
07_12_17,HGT,1,ALF16,4,3,20,5,3,Hybriforce3400,5_20_3,ALF16_5_20_3_Hybriforce3400,5_20,60,ALF16_Hybriforce3400,ALF16_Hybriforce3400
07_12_17,HGT,1,ALF16,4,3,20,5,4,Hybriforce3400,5_20_4,ALF16_5_20_4_Hybriforce3400,5_20,45,ALF16_Hybriforce3400,ALF16_Hybriforce3400
07_12_17,HGT,1,ALF16,4,3,20,5,5,Hybriforce3400,5_20_5,ALF16_5_20_5_Hybriforce3400,5_20,65,ALF16_Hybriforce3400,ALF16_Hybriforce3400
07_12_17,HGT,1,ALF16,4,3,20,5,6,Hybriforce3400,5_20_6,ALF16_5_20_6_Hybriforce3400,5_20,NA,ALF16_Hybriforce3400,ALF16_Hybriforce3400
08_18_17,HGT,2,ALF16,4,3,20,5,1,Hybriforce3400,5_20_1,ALF16_5_20_1_Hybriforce3400,5_20,55,ALF16_Hybriforce3400,ALF16_Hybriforce3400
08_18_17,HGT,2,ALF16,4,3,20,5,2,Hybriforce3400,5_20_2,ALF16_5_20_2_Hybriforce3400,5_20,50,ALF16_Hybriforce3400,ALF16_Hybriforce3400
08_18_17,HGT,2,ALF16,4,3,20,5,3,Hybriforce3400,5_20_3,ALF16_5_20_3_Hybriforce3400,5_20,45,ALF16_Hybriforce3400,ALF16_Hybriforce3400
08_18_17,HGT,2,ALF16,4,3,20,5,4,Hybriforce3400,5_20_4,ALF16_5_20_4_Hybriforce3400,5_20,37.5,ALF16_Hybriforce3400,ALF16_Hybriforce3400
08_18_17,HGT,2,ALF16,4,3,20,5,5,Hybriforce3400,5_20_5,ALF16_5_20_5_Hybriforce3400,5_20,60,ALF16_Hybriforce3400,ALF16_Hybriforce3400
08_18_17,HGT,2,ALF16,4,3,20,5,6,Hybriforce3400,5_20_6,ALF16_5_20_6_Hybriforce3400,5_20,NA,ALF16_Hybriforce3400,ALF16_Hybriforce3400
10_05_17,HGT,3,ALF16,4,3,20,5,1,Hybriforce3400,5_20_1,ALF16_5_20_1_Hybriforce3400,5_20,50,ALF16_Hybriforce3400,ALF16_Hybriforce3400
10_05_17,HGT,3,ALF16,4,3,20,5,2,Hybriforce3400,5_20_2,ALF16_5_20_2_Hybriforce3400,5_20,35,ALF16_Hybriforce3400,ALF16_Hybriforce3400
10_05_17,HGT,3,ALF16,4,3,20,5,3,Hybriforce3400,5_20_3,ALF16_5_20_3_Hybriforce3400,5_20,37.5,ALF16_Hybriforce3400,ALF16_Hybriforce3400
10_05_17,HGT,3,ALF16,4,3,20,5,4,Hybriforce3400,5_20_4,ALF16_5_20_4_Hybriforce3400,5_20,25,ALF16_Hybriforce3400,ALF16_Hybriforce3400
10_05_17,HGT,3,ALF16,4,3,20,5,5,Hybriforce3400,5_20_5,ALF16_5_20_5_Hybriforce3400,5_20,47.5,ALF16_Hybriforce3400,ALF16_Hybriforce3400
10_05_17,HGT,3,ALF16,4,3,20,5,6,Hybriforce3400,5_20_6,ALF16_5_20_6_Hybriforce3400,5_20,NA,ALF16_Hybriforce3400,ALF16_Hybriforce3400
10_31_18,HGT,4,ALF16,4,3,20,5,1,Hybriforce3400,5_20_1,ALF16_5_20_1_Hybriforce3400,5_20,15,ALF16_Hybriforce3400,ALF16_Hybriforce3400
10_31_18,HGT,4,ALF16,4,3,20,5,2,Hybriforce3400,5_20_2,ALF16_5_20_2_Hybriforce3400,5_20,0,ALF16_Hybriforce3400,ALF16_Hybriforce3400
10_31_18,HGT,4,ALF16,4,3,20,5,3,Hybriforce3400,5_20_3,ALF16_5_20_3_Hybriforce3400,5_20,10,ALF16_Hybriforce3400,ALF16_Hybriforce3400
10_31_18,HGT,4,ALF16,4,3,20,5,4,Hybriforce3400,5_20_4,ALF16_5_20_4_Hybriforce3400,5_20,5,ALF16_Hybriforce3400,ALF16_Hybriforce3400
10_31_18,HGT,4,ALF16,4,3,20,5,5,Hybriforce3400,5_20_5,ALF16_5_20_5_Hybriforce3400,5_20,NA,ALF16_Hybriforce3400,ALF16_Hybriforce3400
10_31_18,HGT,4,ALF16,4,3,20,5,6,Hybriforce3400,5_20_6,ALF16_5_20_6_Hybriforce3400,5_20,NA,ALF16_Hybriforce3400,ALF16_Hybriforce3400
09_22_19,HGT,5,ALF16,4,3,20,5,1,Hybriforce3400,5_20_1,ALF16_5_20_1_Hybriforce3400,5_20,70,ALF16_Hybriforce3400,ALF16_Hybriforce3400
09_22_19,HGT,5,ALF16,4,3,20,5,2,Hybriforce3400,5_20_2,ALF16_5_20_2_Hybriforce3400,5_20,50,ALF16_Hybriforce3400,ALF16_Hybriforce3400
09_22_19,HGT,5,ALF16,4,3,20,5,3,Hybriforce3400,5_20_3,ALF16_5_20_3_Hybriforce3400,5_20,47.5,ALF16_Hybriforce3400,ALF16_Hybriforce3400
09_22_19,HGT,5,ALF16,4,3,20,5,4,Hybriforce3400,5_20_4,ALF16_5_20_4_Hybriforce3400,5_20,40,ALF16_Hybriforce3400,ALF16_Hybriforce3400
09_22_19,HGT,5,ALF16,4,3,20,5,5,Hybriforce3400,5_20_5,ALF16_5_20_5_Hybriforce3400,5_20,NA,ALF16_Hybriforce3400,ALF16_Hybriforce3400
09_22_19,HGT,5,ALF16,4,3,20,5,6,Hybriforce3400,5_20_6,ALF16_5_20_6_Hybriforce3400,5_20,NA,ALF16_Hybriforce3400,ALF16_Hybriforce3400
07_12_17,HGT,1,ALF16,4,3,21,5,1,SIBR,5_21_1,ALF16_5_21_1_SIBR,5_21,45,ALF16_5_21_SIBR,ALF16_5_21_1_SIBR
07_12_17,HGT,1,ALF16,4,3,21,5,2,SIBR,5_21_2,ALF16_5_21_2_SIBR,5_21,40,ALF16_5_21_SIBR,ALF16_5_21_2_SIBR
07_12_17,HGT,1,ALF16,4,3,21,5,3,SIBR,5_21_3,ALF16_5_21_3_SIBR,5_21,45,ALF16_5_21_SIBR,ALF16_5_21_3_SIBR
07_12_17,HGT,1,ALF16,4,3,21,5,4,SIBR,5_21_4,ALF16_5_21_4_SIBR,5_21,50,ALF16_5_21_SIBR,ALF16_5_21_4_SIBR
07_12_17,HGT,1,ALF16,4,3,21,5,5,SIBR,5_21_5,ALF16_5_21_5_SIBR,5_21,20,ALF16_5_21_SIBR,ALF16_5_21_5_SIBR
07_12_17,HGT,1,ALF16,4,3,21,5,6,SIBR,5_21_6,ALF16_5_21_6_SIBR,5_21,40,ALF16_5_21_SIBR,ALF16_5_21_6_SIBR
08_18_17,HGT,2,ALF16,4,3,21,5,1,SIBR,5_21_1,ALF16_5_21_1_SIBR,5_21,32.5,ALF16_5_21_SIBR,ALF16_5_21_1_SIBR
08_18_17,HGT,2,ALF16,4,3,21,5,2,SIBR,5_21_2,ALF16_5_21_2_SIBR,5_21,32.5,ALF16_5_21_SIBR,ALF16_5_21_2_SIBR
08_18_17,HGT,2,ALF16,4,3,21,5,3,SIBR,5_21_3,ALF16_5_21_3_SIBR,5_21,45,ALF16_5_21_SIBR,ALF16_5_21_3_SIBR
08_18_17,HGT,2,ALF16,4,3,21,5,4,SIBR,5_21_4,ALF16_5_21_4_SIBR,5_21,42.5,ALF16_5_21_SIBR,ALF16_5_21_4_SIBR
08_18_17,HGT,2,ALF16,4,3,21,5,5,SIBR,5_21_5,ALF16_5_21_5_SIBR,5_21,27.5,ALF16_5_21_SIBR,ALF16_5_21_5_SIBR
08_18_17,HGT,2,ALF16,4,3,21,5,6,SIBR,5_21_6,ALF16_5_21_6_SIBR,5_21,30,ALF16_5_21_SIBR,ALF16_5_21_6_SIBR
10_05_17,HGT,3,ALF16,4,3,21,5,1,SIBR,5_21_1,ALF16_5_21_1_SIBR,5_21,17.5,ALF16_5_21_SIBR,ALF16_5_21_1_SIBR
10_05_17,HGT,3,ALF16,4,3,21,5,2,SIBR,5_21_2,ALF16_5_21_2_SIBR,5_21,20,ALF16_5_21_SIBR,ALF16_5_21_2_SIBR
10_05_17,HGT,3,ALF16,4,3,21,5,3,SIBR,5_21_3,ALF16_5_21_3_SIBR,5_21,30,ALF16_5_21_SIBR,ALF16_5_21_3_SIBR
10_05_17,HGT,3,ALF16,4,3,21,5,4,SIBR,5_21_4,ALF16_5_21_4_SIBR,5_21,32.5,ALF16_5_21_SIBR,ALF16_5_21_4_SIBR
10_05_17,HGT,3,ALF16,4,3,21,5,5,SIBR,5_21_5,ALF16_5_21_5_SIBR,5_21,20,ALF16_5_21_SIBR,ALF16_5_21_5_SIBR
10_05_17,HGT,3,ALF16,4,3,21,5,6,SIBR,5_21_6,ALF16_5_21_6_SIBR,5_21,15,ALF16_5_21_SIBR,ALF16_5_21_6_SIBR
10_31_18,HGT,4,ALF16,4,3,21,5,1,SIBR,5_21_1,ALF16_5_21_1_SIBR,5_21,0,ALF16_5_21_SIBR,ALF16_5_21_1_SIBR
10_31_18,HGT,4,ALF16,4,3,21,5,2,SIBR,5_21_2,ALF16_5_21_2_SIBR,5_21,0,ALF16_5_21_SIBR,ALF16_5_21_2_SIBR
10_31_18,HGT,4,ALF16,4,3,21,5,3,SIBR,5_21_3,ALF16_5_21_3_SIBR,5_21,0,ALF16_5_21_SIBR,ALF16_5_21_3_SIBR
10_31_18,HGT,4,ALF16,4,3,21,5,4,SIBR,5_21_4,ALF16_5_21_4_SIBR,5_21,5,ALF16_5_21_SIBR,ALF16_5_21_4_SIBR
10_31_18,HGT,4,ALF16,4,3,21,5,5,SIBR,5_21_5,ALF16_5_21_5_SIBR,5_21,0,ALF16_5_21_SIBR,ALF16_5_21_5_SIBR
10_31_18,HGT,4,ALF16,4,3,21,5,6,SIBR,5_21_6,ALF16_5_21_6_SIBR,5_21,0,ALF16_5_21_SIBR,ALF16_5_21_6_SIBR
09_22_19,HGT,5,ALF16,4,3,21,5,1,SIBR,5_21_1,ALF16_5_21_1_SIBR,5_21,32.5,ALF16_5_21_SIBR,ALF16_5_21_1_SIBR
09_22_19,HGT,5,ALF16,4,3,21,5,2,SIBR,5_21_2,ALF16_5_21_2_SIBR,5_21,40,ALF16_5_21_SIBR,ALF16_5_21_2_SIBR
09_22_19,HGT,5,ALF16,4,3,21,5,3,SIBR,5_21_3,ALF16_5_21_3_SIBR,5_21,32.5,ALF16_5_21_SIBR,ALF16_5_21_3_SIBR
09_22_19,HGT,5,ALF16,4,3,21,5,4,SIBR,5_21_4,ALF16_5_21_4_SIBR,5_21,42.5,ALF16_5_21_SIBR,ALF16_5_21_4_SIBR
09_22_19,HGT,5,ALF16,4,3,21,5,5,SIBR,5_21_5,ALF16_5_21_5_SIBR,5_21,35,ALF16_5_21_SIBR,ALF16_5_21_5_SIBR
09_22_19,HGT,5,ALF16,4,3,21,5,6,SIBR,5_21_6,ALF16_5_21_6_SIBR,5_21,40,ALF16_5_21_SIBR,ALF16_5_21_6_SIBR
07_12_17,HGT,1,ALF16,4,3,22,5,1,CASIA,5_22_1,ALF16_5_22_1_CASIA,5_22,NA,ALF16_5_22_CASIA,ALF16_5_22_1_CASIA
07_12_17,HGT,1,ALF16,4,3,22,5,2,CASIA,5_22_2,ALF16_5_22_2_CASIA,5_22,NA,ALF16_5_22_CASIA,ALF16_5_22_2_CASIA
07_12_17,HGT,1,ALF16,4,3,22,5,3,CASIA,5_22_3,ALF16_5_22_3_CASIA,5_22,55,ALF16_5_22_CASIA,ALF16_5_22_3_CASIA
07_12_17,HGT,1,ALF16,4,3,22,5,4,CASIA,5_22_4,ALF16_5_22_4_CASIA,5_22,65,ALF16_5_22_CASIA,ALF16_5_22_4_CASIA
07_12_17,HGT,1,ALF16,4,3,22,5,5,CASIA,5_22_5,ALF16_5_22_5_CASIA,5_22,55,ALF16_5_22_CASIA,ALF16_5_22_5_CASIA
07_12_17,HGT,1,ALF16,4,3,22,5,6,CASIA,5_22_6,ALF16_5_22_6_CASIA,5_22,NA,ALF16_5_22_CASIA,ALF16_5_22_6_CASIA
08_18_17,HGT,2,ALF16,4,3,22,5,1,CASIA,5_22_1,ALF16_5_22_1_CASIA,5_22,NA,ALF16_5_22_CASIA,ALF16_5_22_1_CASIA
08_18_17,HGT,2,ALF16,4,3,22,5,2,CASIA,5_22_2,ALF16_5_22_2_CASIA,5_22,NA,ALF16_5_22_CASIA,ALF16_5_22_2_CASIA
08_18_17,HGT,2,ALF16,4,3,22,5,3,CASIA,5_22_3,ALF16_5_22_3_CASIA,5_22,55,ALF16_5_22_CASIA,ALF16_5_22_3_CASIA
08_18_17,HGT,2,ALF16,4,3,22,5,4,CASIA,5_22_4,ALF16_5_22_4_CASIA,5_22,60,ALF16_5_22_CASIA,ALF16_5_22_4_CASIA
08_18_17,HGT,2,ALF16,4,3,22,5,5,CASIA,5_22_5,ALF16_5_22_5_CASIA,5_22,35,ALF16_5_22_CASIA,ALF16_5_22_5_CASIA
08_18_17,HGT,2,ALF16,4,3,22,5,6,CASIA,5_22_6,ALF16_5_22_6_CASIA,5_22,NA,ALF16_5_22_CASIA,ALF16_5_22_6_CASIA
10_05_17,HGT,3,ALF16,4,3,22,5,1,CASIA,5_22_1,ALF16_5_22_1_CASIA,5_22,NA,ALF16_5_22_CASIA,ALF16_5_22_1_CASIA
10_05_17,HGT,3,ALF16,4,3,22,5,2,CASIA,5_22_2,ALF16_5_22_2_CASIA,5_22,NA,ALF16_5_22_CASIA,ALF16_5_22_2_CASIA
10_05_17,HGT,3,ALF16,4,3,22,5,3,CASIA,5_22_3,ALF16_5_22_3_CASIA,5_22,55,ALF16_5_22_CASIA,ALF16_5_22_3_CASIA
10_05_17,HGT,3,ALF16,4,3,22,5,4,CASIA,5_22_4,ALF16_5_22_4_CASIA,5_22,60,ALF16_5_22_CASIA,ALF16_5_22_4_CASIA
10_05_17,HGT,3,ALF16,4,3,22,5,5,CASIA,5_22_5,ALF16_5_22_5_CASIA,5_22,30,ALF16_5_22_CASIA,ALF16_5_22_5_CASIA
10_05_17,HGT,3,ALF16,4,3,22,5,6,CASIA,5_22_6,ALF16_5_22_6_CASIA,5_22,NA,ALF16_5_22_CASIA,ALF16_5_22_6_CASIA
10_31_18,HGT,4,ALF16,4,3,22,5,1,CASIA,5_22_1,ALF16_5_22_1_CASIA,5_22,NA,ALF16_5_22_CASIA,ALF16_5_22_1_CASIA
10_31_18,HGT,4,ALF16,4,3,22,5,2,CASIA,5_22_2,ALF16_5_22_2_CASIA,5_22,NA,ALF16_5_22_CASIA,ALF16_5_22_2_CASIA
10_31_18,HGT,4,ALF16,4,3,22,5,3,CASIA,5_22_3,ALF16_5_22_3_CASIA,5_22,NA,ALF16_5_22_CASIA,ALF16_5_22_3_CASIA
10_31_18,HGT,4,ALF16,4,3,22,5,4,CASIA,5_22_4,ALF16_5_22_4_CASIA,5_22,NA,ALF16_5_22_CASIA,ALF16_5_22_4_CASIA
10_31_18,HGT,4,ALF16,4,3,22,5,5,CASIA,5_22_5,ALF16_5_22_5_CASIA,5_22,10,ALF16_5_22_CASIA,ALF16_5_22_5_CASIA
10_31_18,HGT,4,ALF16,4,3,22,5,6,CASIA,5_22_6,ALF16_5_22_6_CASIA,5_22,NA,ALF16_5_22_CASIA,ALF16_5_22_6_CASIA
09_22_19,HGT,5,ALF16,4,3,22,5,1,CASIA,5_22_1,ALF16_5_22_1_CASIA,5_22,NA,ALF16_5_22_CASIA,ALF16_5_22_1_CASIA
09_22_19,HGT,5,ALF16,4,3,22,5,2,CASIA,5_22_2,ALF16_5_22_2_CASIA,5_22,NA,ALF16_5_22_CASIA,ALF16_5_22_2_CASIA
09_22_19,HGT,5,ALF16,4,3,22,5,3,CASIA,5_22_3,ALF16_5_22_3_CASIA,5_22,NA,ALF16_5_22_CASIA,ALF16_5_22_3_CASIA
09_22_19,HGT,5,ALF16,4,3,22,5,4,CASIA,5_22_4,ALF16_5_22_4_CASIA,5_22,NA,ALF16_5_22_CASIA,ALF16_5_22_4_CASIA
09_22_19,HGT,5,ALF16,4,3,22,5,5,CASIA,5_22_5,ALF16_5_22_5_CASIA,5_22,42.5,ALF16_5_22_CASIA,ALF16_5_22_5_CASIA
09_22_19,HGT,5,ALF16,4,3,22,5,6,CASIA,5_22_6,ALF16_5_22_6_CASIA,5_22,NA,ALF16_5_22_CASIA,ALF16_5_22_6_CASIA
07_12_17,HGT,1,ALF16,4,3,23,5,1,EURO,5_23_1,ALF16_5_23_1_EURO,5_23,50,ALF16_5_23_EURO,ALF16_5_23_1_EURO
07_12_17,HGT,1,ALF16,4,3,23,5,2,EURO,5_23_2,ALF16_5_23_2_EURO,5_23,75,ALF16_5_23_EURO,ALF16_5_23_2_EURO
07_12_17,HGT,1,ALF16,4,3,23,5,3,EURO,5_23_3,ALF16_5_23_3_EURO,5_23,NA,ALF16_5_23_EURO,ALF16_5_23_3_EURO
07_12_17,HGT,1,ALF16,4,3,23,5,4,EURO,5_23_4,ALF16_5_23_4_EURO,5_23,50,ALF16_5_23_EURO,ALF16_5_23_4_EURO
07_12_17,HGT,1,ALF16,4,3,23,5,5,EURO,5_23_5,ALF16_5_23_5_EURO,5_23,65,ALF16_5_23_EURO,ALF16_5_23_5_EURO
07_12_17,HGT,1,ALF16,4,3,23,5,6,EURO,5_23_6,ALF16_5_23_6_EURO,5_23,35,ALF16_5_23_EURO,ALF16_5_23_6_EURO
08_18_17,HGT,2,ALF16,4,3,23,5,1,EURO,5_23_1,ALF16_5_23_1_EURO,5_23,40,ALF16_5_23_EURO,ALF16_5_23_1_EURO
08_18_17,HGT,2,ALF16,4,3,23,5,2,EURO,5_23_2,ALF16_5_23_2_EURO,5_23,65,ALF16_5_23_EURO,ALF16_5_23_2_EURO
08_18_17,HGT,2,ALF16,4,3,23,5,3,EURO,5_23_3,ALF16_5_23_3_EURO,5_23,NA,ALF16_5_23_EURO,ALF16_5_23_3_EURO
08_18_17,HGT,2,ALF16,4,3,23,5,4,EURO,5_23_4,ALF16_5_23_4_EURO,5_23,40,ALF16_5_23_EURO,ALF16_5_23_4_EURO
08_18_17,HGT,2,ALF16,4,3,23,5,5,EURO,5_23_5,ALF16_5_23_5_EURO,5_23,60,ALF16_5_23_EURO,ALF16_5_23_5_EURO
08_18_17,HGT,2,ALF16,4,3,23,5,6,EURO,5_23_6,ALF16_5_23_6_EURO,5_23,35,ALF16_5_23_EURO,ALF16_5_23_6_EURO
10_05_17,HGT,3,ALF16,4,3,23,5,1,EURO,5_23_1,ALF16_5_23_1_EURO,5_23,30,ALF16_5_23_EURO,ALF16_5_23_1_EURO
10_05_17,HGT,3,ALF16,4,3,23,5,2,EURO,5_23_2,ALF16_5_23_2_EURO,5_23,50,ALF16_5_23_EURO,ALF16_5_23_2_EURO
10_05_17,HGT,3,ALF16,4,3,23,5,3,EURO,5_23_3,ALF16_5_23_3_EURO,5_23,NA,ALF16_5_23_EURO,ALF16_5_23_3_EURO
10_05_17,HGT,3,ALF16,4,3,23,5,4,EURO,5_23_4,ALF16_5_23_4_EURO,5_23,30,ALF16_5_23_EURO,ALF16_5_23_4_EURO
10_05_17,HGT,3,ALF16,4,3,23,5,5,EURO,5_23_5,ALF16_5_23_5_EURO,5_23,40,ALF16_5_23_EURO,ALF16_5_23_5_EURO
10_05_17,HGT,3,ALF16,4,3,23,5,6,EURO,5_23_6,ALF16_5_23_6_EURO,5_23,17.5,ALF16_5_23_EURO,ALF16_5_23_6_EURO
10_31_18,HGT,4,ALF16,4,3,23,5,1,EURO,5_23_1,ALF16_5_23_1_EURO,5_23,7.5,ALF16_5_23_EURO,ALF16_5_23_1_EURO
10_31_18,HGT,4,ALF16,4,3,23,5,2,EURO,5_23_2,ALF16_5_23_2_EURO,5_23,NA,ALF16_5_23_EURO,ALF16_5_23_2_EURO
10_31_18,HGT,4,ALF16,4,3,23,5,3,EURO,5_23_3,ALF16_5_23_3_EURO,5_23,NA,ALF16_5_23_EURO,ALF16_5_23_3_EURO
10_31_18,HGT,4,ALF16,4,3,23,5,4,EURO,5_23_4,ALF16_5_23_4_EURO,5_23,0,ALF16_5_23_EURO,ALF16_5_23_4_EURO
10_31_18,HGT,4,ALF16,4,3,23,5,5,EURO,5_23_5,ALF16_5_23_5_EURO,5_23,NA,ALF16_5_23_EURO,ALF16_5_23_5_EURO
10_31_18,HGT,4,ALF16,4,3,23,5,6,EURO,5_23_6,ALF16_5_23_6_EURO,5_23,5,ALF16_5_23_EURO,ALF16_5_23_6_EURO
09_22_19,HGT,5,ALF16,4,3,23,5,1,EURO,5_23_1,ALF16_5_23_1_EURO,5_23,35,ALF16_5_23_EURO,ALF16_5_23_1_EURO
09_22_19,HGT,5,ALF16,4,3,23,5,2,EURO,5_23_2,ALF16_5_23_2_EURO,5_23,NA,ALF16_5_23_EURO,ALF16_5_23_2_EURO
09_22_19,HGT,5,ALF16,4,3,23,5,3,EURO,5_23_3,ALF16_5_23_3_EURO,5_23,NA,ALF16_5_23_EURO,ALF16_5_23_3_EURO
09_22_19,HGT,5,ALF16,4,3,23,5,4,EURO,5_23_4,ALF16_5_23_4_EURO,5_23,55,ALF16_5_23_EURO,ALF16_5_23_4_EURO
09_22_19,HGT,5,ALF16,4,3,23,5,5,EURO,5_23_5,ALF16_5_23_5_EURO,5_23,NA,ALF16_5_23_EURO,ALF16_5_23_5_EURO
09_22_19,HGT,5,ALF16,4,3,23,5,6,EURO,5_23_6,ALF16_5_23_6_EURO,5_23,32.5,ALF16_5_23_EURO,ALF16_5_23_6_EURO
07_12_17,HGT,1,ALF16,4,3,24,5,1,CASIA,5_24_1,ALF16_5_24_1_CASIA,5_24,45,ALF16_5_24_CASIA,ALF16_5_24_1_CASIA
07_12_17,HGT,1,ALF16,4,3,24,5,2,CASIA,5_24_2,ALF16_5_24_2_CASIA,5_24,60,ALF16_5_24_CASIA,ALF16_5_24_2_CASIA
07_12_17,HGT,1,ALF16,4,3,24,5,3,CASIA,5_24_3,ALF16_5_24_3_CASIA,5_24,55,ALF16_5_24_CASIA,ALF16_5_24_3_CASIA
07_12_17,HGT,1,ALF16,4,3,24,5,4,CASIA,5_24_4,ALF16_5_24_4_CASIA,5_24,65,ALF16_5_24_CASIA,ALF16_5_24_4_CASIA
07_12_17,HGT,1,ALF16,4,3,24,5,5,CASIA,5_24_5,ALF16_5_24_5_CASIA,5_24,NA,ALF16_5_24_CASIA,ALF16_5_24_5_CASIA
07_12_17,HGT,1,ALF16,4,3,24,5,6,CASIA,5_24_6,ALF16_5_24_6_CASIA,6_24,65,ALF16_6_24_CASIA,ALF16_5_24_6_CASIA
08_18_17,HGT,2,ALF16,4,3,24,5,1,CASIA,5_24_1,ALF16_5_24_1_CASIA,6_24,42.5,ALF16_6_24_CASIA,ALF16_5_24_1_CASIA
08_18_17,HGT,2,ALF16,4,3,24,5,2,CASIA,5_24_2,ALF16_5_24_2_CASIA,6_24,60,ALF16_6_24_CASIA,ALF16_5_24_2_CASIA
08_18_17,HGT,2,ALF16,4,3,24,5,3,CASIA,5_24_3,ALF16_5_24_3_CASIA,6_24,52.5,ALF16_6_24_CASIA,ALF16_5_24_3_CASIA
08_18_17,HGT,2,ALF16,4,3,24,5,4,CASIA,5_24_4,ALF16_5_24_4_CASIA,6_24,60,ALF16_6_24_CASIA,ALF16_5_24_4_CASIA
08_18_17,HGT,2,ALF16,4,3,24,5,5,CASIA,5_24_5,ALF16_5_24_5_CASIA,6_24,NA,ALF16_6_24_CASIA,ALF16_5_24_5_CASIA
08_18_17,HGT,2,ALF16,4,3,24,5,6,CASIA,5_24_6,ALF16_5_24_6_CASIA,6_24,60,ALF16_6_24_CASIA,ALF16_5_24_6_CASIA
10_05_17,HGT,3,ALF16,4,3,24,5,1,CASIA,5_24_1,ALF16_5_24_1_CASIA,6_24,30,ALF16_6_24_CASIA,ALF16_5_24_1_CASIA
10_05_17,HGT,3,ALF16,4,3,24,5,2,CASIA,5_24_2,ALF16_5_24_2_CASIA,6_24,40,ALF16_6_24_CASIA,ALF16_5_24_2_CASIA
10_05_17,HGT,3,ALF16,4,3,24,5,3,CASIA,5_24_3,ALF16_5_24_3_CASIA,6_24,42.5,ALF16_6_24_CASIA,ALF16_5_24_3_CASIA
10_05_17,HGT,3,ALF16,4,3,24,5,4,CASIA,5_24_4,ALF16_5_24_4_CASIA,6_24,45,ALF16_6_24_CASIA,ALF16_5_24_4_CASIA
10_05_17,HGT,3,ALF16,4,3,24,5,5,CASIA,5_24_5,ALF16_5_24_5_CASIA,6_24,NA,ALF16_6_24_CASIA,ALF16_5_24_5_CASIA
10_05_17,HGT,3,ALF16,4,3,24,5,6,CASIA,5_24_6,ALF16_5_24_6_CASIA,6_24,55,ALF16_6_24_CASIA,ALF16_5_24_6_CASIA
10_31_18,HGT,4,ALF16,4,3,24,5,1,CASIA,5_24_1,ALF16_5_24_1_CASIA,6_24,7.5,ALF16_6_24_CASIA,ALF16_5_24_1_CASIA
10_31_18,HGT,4,ALF16,4,3,24,5,2,CASIA,5_24_2,ALF16_5_24_2_CASIA,6_24,5,ALF16_6_24_CASIA,ALF16_5_24_2_CASIA
10_31_18,HGT,4,ALF16,4,3,24,5,3,CASIA,5_24_3,ALF16_5_24_3_CASIA,6_24,7.5,ALF16_6_24_CASIA,ALF16_5_24_3_CASIA
10_31_18,HGT,4,ALF16,4,3,24,5,4,CASIA,5_24_4,ALF16_5_24_4_CASIA,6_24,7.5,ALF16_6_24_CASIA,ALF16_5_24_4_CASIA
10_31_18,HGT,4,ALF16,4,3,24,5,5,CASIA,5_24_5,ALF16_5_24_5_CASIA,6_24,NA,ALF16_6_24_CASIA,ALF16_5_24_5_CASIA
10_31_18,HGT,4,ALF16,4,3,24,5,6,CASIA,5_24_6,ALF16_5_24_6_CASIA,6_24,10,ALF16_6_24_CASIA,ALF16_5_24_6_CASIA
09_22_19,HGT,5,ALF16,4,3,24,5,1,CASIA,5_24_1,ALF16_5_24_1_CASIA,6_24,50,ALF16_6_24_CASIA,ALF16_5_24_1_CASIA
09_22_19,HGT,5,ALF16,4,3,24,5,2,CASIA,5_24_2,ALF16_5_24_2_CASIA,6_24,55,ALF16_6_24_CASIA,ALF16_5_24_2_CASIA
09_22_19,HGT,5,ALF16,4,3,24,5,3,CASIA,5_24_3,ALF16_5_24_3_CASIA,6_24,45,ALF16_6_24_CASIA,ALF16_5_24_3_CASIA
09_22_19,HGT,5,ALF16,4,3,24,5,4,CASIA,5_24_4,ALF16_5_24_4_CASIA,6_24,60,ALF16_6_24_CASIA,ALF16_5_24_4_CASIA
